X,Y,OBJECTID,County_Code,Application_Number,Legal_Entity_Name,Facility_Name,Facility_Address1,Facility_Address2,Additional_Facility_Locations,Facility_City,Facility_State,Facility_Zip,Facility_Phone,Type_of_Application,Program_Code,Treatment_Capacity,Total_Capacity,Expiration_Date,Target_Population,Incident_Medical_Services,Adolescent_Waiver,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,Latitude,Longitude,CountyName
-118.443501647,34.0575862740001,480,19,190798JP,"A NEW START TREATMENT AND RECOVERY CENTER, LLC",MUSE TREATMENT,1251 WESTWOOD BLVD,,,LOS ANGELES,CA,90024,(949) 933-2974,Certified,NON,0,0,11/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.057726084282,-118.443270390128,Los Angeles County
-118.275130921,33.9598550430001,481,19,190808CN,"BIENESTAR HUMAN SERVICES, INC.",BIENESTAR HUMAN SERVICES,130 W. MANCHESTER AVE,,,LOS ANGELES,CA,90003,(866) 590-6411,Certified,NON,0,0,5/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.960009018872,-118.275131424086,Los Angeles County
-118.185364678,33.830072672,482,19,190817AP,"ROOTS, INC.",ROOTS THROUGH RECOVERY,3939 ATLANTIC AVENUE,SUITE 102,,LONG BEACH,CA,90807,(562) 471-7710,Certified,NON,0,0,10/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.830070241275,-118.185101318259,Los Angeles County
-118.256214726,33.9856345090001,483,19,190806AN,"CENTRAL CITY COMMUNITY HEALTH CENTER, INC.","CENTRAL CITY COMMUNITY HEALTH CENTER, INC. ",5970 S. CENTRAL AVENUE,,,LOS ANGELES,CA,90001,(323) 234-3493,Certified,NON,0,0,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.985632161603,-118.256418406151,Los Angeles County
-118.559376178,34.1725227860001,484,19,190813AP,SOBER STAGES INCORPORATED OUTPATIENT PROGRAM,SOBER STAGES INC. OUTPATIENT PROGRAM,19562 VENTURA BOULEVARD,SUITE 233,,TARZANA,CA,91356,(818) 705-6345,Certified,NON,0,0,9/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.172769381745,-118.559382212609,Los Angeles County
-118.433530535,33.983544732,485,19,190820BP,LAT INTENSIVE OUTPATIENT PROGRAMS INC.,LAT INTENSIVE OUTPATIENT PROGRAMS INC.,4551 GLENCOE AVENUE,SUITE 245/255,,MARINA DEL REY,CA,90292,(310) 572-7000,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.984308575273,-118.433399860949,Los Angeles County
-118.155701039,34.690059961,486,19,190819AN,"NEW DIRECTIONS ALCOHOL AND DRUG SERVICES, INC.","NEW DIRECTIONS ALCOHOL & DRUG SERVICES, INC.",1331 WEST AVENUE J,SUITE 103 AND 206,,LANCASTER,CA,93534,(661) 942-2255,Certified,NON,0,0,11/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.689489069716,-118.15569584172,Los Angeles County
-118.438588091,34.0395759530001,487,19,190827AP,"WESTSIDE TREATMENT, LLC",TOTALITY TREATMENT CENTER,11150 W. OLYMPIC BOULEVARD,#760,,LOS ANGELES,CA,90064,(888) 995-7687,Certified,NON,0,0,2/28/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.039711572248,-118.438666881266,Los Angeles County
-118.351912507,34.077936236,488,19,190836AP,REVIVE DETOX,REVIVE DETOX,360 N. VISTA STREET,,,LOS ANGELES,CA,90036,(323) 452-0921,Licensed,RES-DETOX,6,6,2/28/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.077938331327,-118.352196904995,Los Angeles County
-118.589931148,34.173899723,489,19,190842CP,"DESTINATIONS TO RECOVERY, LLC",DESTINATIONS FOR TEENS,20951 BURBANK BLVD.,SUITE D,,WOODLAND HILLS,CA,91367,(818) 737-2221,Certified,NON,0,0,10/31/2025,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.17333168172,-118.589931483655,Los Angeles County
-118.537946501,34.375547904,490,19,190843AP,CALIFORNIA RECOVERY CENTERS LLC,VALLEY RECOVERY TREATMENT,23304 HAPPY VALLEY DRIVE,,,NEWHALL,CA,91321,(818) 571-9841,Licensed,RES-DETOX,6,6,7/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.375747812155,-118.537957732816,Los Angeles County
-118.247921168,34.0084095220001,491,19,190838AP,"LMPG FOUNDATION, LLC",HILLSMAN CENTER,1440 E. 41ST STREET,,,LOS ANGELES,CA,90011,(323) 231-2585,Licensed,RES,40,42,6/30/2027,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.008649412547,-118.247887556557,Los Angeles County
-118.319624745,34.124817352,492,19,190852CP,"ALTA CENTERS, INC.",ALTA CENTERS INC.,6100 RODGERTON DRIVE,,2172 ARGYLE AVENUE,LOS ANGELES,CA,90068,(818) 616-7443,Licensed,RES-DETOX,12,12,6/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.124859429023,-118.319686603881,Los Angeles County
-118.562979306,34.2669471470001,493,19,190858BP,"RESTORE HEALTH AND WELLNESS CENTER, LLC","RESTORE HEALTH AND WELLNESS CENTER, LLC",10821 BAILE AVENUE,,,CHATSWORTH,CA,91311-8405,(747) 300-2474,Licensed,RES-DETOX,6,6,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.266958210742,-118.562589044945,Los Angeles County
-118.829426933,34.0378245960001,494,19,190857BP,"ACCESS MALIBU, INC.","ACCESS MALIBU, INC.",5247 HORIZON DR,,,MALIBU,CA,90265,(424) 781-4758,Licensed and Certified,RES-DETOX,6,6,4/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.037441710959,-118.828755206815,Los Angeles County
-118.588206656,34.2586649040001,495,19,190858CP,"RESTORE HEALTH AND WELLNESS CENTER, LLC",RESTORE HEALTH AND WELLNESS CENTER,10342 DE SOTO AVENUE,,,CHATSWORTH,CA,91311,(747) 237-7602,Licensed,RES-DETOX,6,6,8/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.258663479359,-118.588530113263,Los Angeles County
-118.588344286,34.2587175850001,496,19,190858DP,"RESTORE HEALTH AND WELLNESS CENTER, LLC",RESTORE HEALTH AND WELLNESS CENTER,10344 DE SOTO AVENUE,,,CHATSWORTH,CA,91311,(818) 526-3914,Licensed,RES-DETOX,6,6,8/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.258716746354,-118.58853036472,Los Angeles County
-118.452017158,34.0322413270001,497,19,190855AP,"MD HOME DETOX CONSULTING, INC.",LAUNCH,11900 W OLYMPIC BOULEVARD,SUITE 100,,LOS ANGELES,CA,90064,(310) 779-4476,Certified,NON,0,0,12/31/2025,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.032651872389,-118.452090415383,Los Angeles County
-118.416325673,33.999986967,498,19,190858FP,"RESTORE HEALTH AND WELLNESS CENTER, LLC","RESTORE HEALTH AND WELLNESS CENTER, LLC",4323 COOLIDGE AVENUE,,"4315 COOLIDGE AVENUE, 4324 & 4320 MCLAUGHLIN AVE",LOS ANGELES,CA,90066,(949) 525-7977,Licensed,RES-DETOX,24,24,12/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.000144043937,-118.416253839813,Los Angeles County
-118.601302038,34.196122621,499,19,190858GP,"RESTORE HEALTH AND WELLNESS CENTER, LLC","RESTORE HEALTH AND WELLNESS CENTER, LLC",6918 OWENSMOUTH AVE,SUITE A,,CANOGA PARK,CA,91303,(818) 806-3914,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.196122956554,-118.601518626605,Los Angeles County
-118.369439989,33.8586239910001,500,19,190863FP,"CLEAR RECOVERY CENTER, LLC",CLEAR RESIDENTIAL CENTER,2309 W. 190TH STREET,,,REDONDO BEACH,CA,90278,(877) 799-1985,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.858345376262,-118.369438731284,Los Angeles County
-118.344334847,33.866274447,501,19,190863GP,"CLEAR RECOVERY CENTER, LLC",CLEAR RECOVERY CENTER,18123 PRAIRE AVE.,,,TORRENCE,CA,90504,(877) 799-1985,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.866286852335,-118.34382447337,Los Angeles County
-118.749921983,34.143194549,502,19,190833CP,"AGOURA NEUROFEEDBACK, INC.",AWAKENINGS TREATMENT CENTER,28632 ROADSIDE DRIVE,SUITE 110 AND 210,,AGOURA HILLS,CA,91301,(855) 717-3268 X 5418,Certified,NON,0,0,7/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.143809864364,-118.749796840711,Los Angeles County
-118.396453438,33.8824170710001,503,19,190863IP,"CLEAR RECOVERY CENTER, LLC",CLEAR RECOVERY CENTER,515 N. SEPULVEDA BLVD.,SUITE B,,MANHATTAN BEACH,CA,90266,(424) 788-1006,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.882420591024,-118.39609594941,Los Angeles County
-118.486512126,34.1910124680001,504,19,190863KP,"CLEAR RECOVERY CENTER, LLC",CLEAR BEHAVIORAL HEALTH ,6627 VALJEAN AVE,,,VAN NUYS,CA,91406,(818) 532-5990,Certified,NON-DETOX,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.191012468278,-118.485867641161,Los Angeles County
-118.395959892,33.8530658010001,505,19,190863JP,"CLEAR RECOVERY CENTER, LLC",CLEAR RECOVERY CENTER,201 HERONDO STREET,,,REDONDO BEACH,CA,90277,(877) 799-1985,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.853065800797,-118.395959891823,Los Angeles County
-118.377124601,33.8474489860001,506,19,190863HP,"CLEAR RECOVERY CENTER, LLC",CLEAR RECOVERY CENTER,326 N. PROSPECT AVENUE,,328 & 330 N. PROSPECT AVENUE,REDONDO BEACH,CA,90277,(877) 799-1985,Licensed,RES-DETOX,20,20,5/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.847423924062,-118.377432049428,Los Angeles County
-118.507270328,34.4090538070001,507,19,190863OP,"CLEAR RECOVERY CENTER, LLC",CLEAR BEHAVIORAL HEALTH,26330 DIAMOND PLACE,SUITE 120/130,,SANTA CLARITA,CA,91350,(323) 618-4410,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.409320603315,-118.508024280196,Los Angeles County
-118.154094982,34.156455097,508,19,190863LP,"CLEAR RECOVERY CENTER, LLC",CLEAR BEHAVIORAL HEALTH,769 NORTH ORANGE GROVE BLVD,,,PASADENA,CA,91103,(323) 618-4410,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.156224426886,-118.153961458315,Los Angeles County
-118.036665943,34.055820081,509,19,190863NP,"CLEAR RECOVERY CENTER, LLC",CLEAR BEHAVIORAL HEALTH ,10942 KLINGERMAN ST.,UNIT A,,SOUTH EL MONTE,CA,91733,(626) 415-3711,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.056029126074,-118.036644653434,Los Angeles County
-118.312288066,33.899350988,510,19,190863PP,"CLEAR RECOVERY CENTER, LLC",CLEAR BEHAVIORAL HEALTH,1921 W. 146TH STREET,,"1923, 1925 & 1927 W. 146TH STREET",GARDENA,CA,90249,(877) 799-1985,Licensed and Certified,RES-DETOX,20,20,4/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.899026608048,-118.312292172719,Los Angeles County
-118.150737275,34.6963276970001,511,19,190867BP,LAKE HUGHES RECOVERY,LAKE HUGHES RECOVERY,1140 WEST LANCASTER BLVD,,1144 WEST LANCASTER BLVD,LANCASTER,CA,93534,(661) 724-0001,Licensed and Certified,RES-DETOX,12,12,1/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.696681497012,-118.150733000669,Los Angeles County
-118.41600137,33.9170407070001,512,19,190863MP,"CLEAR RECOVERY CENTER, LLC",CLEAR BEHAVIORAL HEALTH,115 MAIN ST,,,EL SEGUNDO,CA,90245,(424) 201-2868,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.917040707247,-118.416001369696,Los Angeles County
-118.45283674,34.0209111730001,513,19,190871AP,"THRIVE TREATMENT, LLC",THRIVE TREATMENT,3101 OCEAN PARK BOULEVARD,SUITE 302 & 309,,SANTA MONICA,CA,90405,(424) 252-6955,Certified,NON,0,0,10/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.020739260139,-118.45273992906,Los Angeles County
-118.536419318,34.2384304030001,514,19,190873CP,"MIRACLES IN ACTION, LLC",MIRACLES IN ACTION,9241 RESEDA BLVD.,SUITE 200,,NORTHRIDGE,CA,91324,(818) 429-9103,Certified,NON-DETOX,0,0,11/30/2027,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.238428894541,-118.536120587278,Los Angeles County
-118.408350543,34.014674031,515,19,190871BP,"THRIVE TREATMENT, LLC",THRIVE TREATMENT,10837 WASHINGTON BLVD,,,CULVER CITY,CA,90230,(888) 975-8474,Certified,NON,0,0,11/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.014476302087,-118.408167314906,Los Angeles County
-118.628897107,34.1759107510001,516,19,190879CP,"JMG INVESTMENTS, INC.",HARMONY PLACE,23041 HATTERAS STREET,,23043 HATTERAS STREET,WOODLAND HILLS,CA,91367,(818) 794-4369,Licensed and Certified,RES-DETOX,12,12,5/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.175575140014,-118.628895682576,Los Angeles County
-118.108545457,33.7965980330001,517,19,190881BP,"FAITH RECOVERY, INC.",FAITH RECOVERY ,2211 PALO VERDE AVENUE,SUITE C,,LONG BEACH,CA,90815,(562) 431-4144,Certified,NON-DETOX,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.796594177278,-118.108046398549,Los Angeles County
-118.540199976,34.1708870160001,518,19,190896BP,"LIGHTHOUSE RECOVERY CENTERS, LLC","LIGHTHOUSE RECOVERY CENTERS, LLC",18663 VENTURA BLVD.,SUITE 210,,TARZANA,CA,91356,(855) 913-5400,Certified,NON,0,0,10/31/2027,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.170555846845,-118.540339534423,Los Angeles County
-118.634329251,34.1620204710001,519,19,190871CP,"THRIVE TREATMENT, LLC",THRIVE TREATMENT ,23279/23281 LEONORA DR,,,WOODLAND HILLS,CA,91367,(424) 230-4682,Licensed and Certified,RES-DETOX,18,18,10/31/2027,1.1 --- CO-ED,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.162118371652,-118.633696249981,Los Angeles County
-118.300739396,34.067610695,520,19,190890AN,FRIENDLY HAND FOUNDATION,FRIENDLY HOUSE,347 S NORMANDIE AVENUE,,,LOS ANGELES,CA,90020-3167,(213) 389-9964,Licensed and Certified,RES-DETOX,12,14,6/30/2026,1.3 --- WOMEN ONLY,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.06761052742,-118.300389199658,Los Angeles County
-118.599429605,34.1645214210001,521,19,190896AP,"LIGHTHOUSE RECOVERY CENTERS, LLC",LIGHTHOUSE RECOVERY CENTERS ,5242 DARRO ROAD ,,,WOODLAND HILLS,CA,91364,(888) 329-9133,Licensed,RES-DETOX,9,9,3/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.164636421094,-118.599513423908,Los Angeles County
-118.516599973,34.162199006,522,19,190900BP,"INNER+ACTIONS, LLC",INNERACTIONS,17609 VENTURA BOULEVARD,SUITE 215 AND 305,,ENCINO,CA,91316,(818) 963-4357,Certified,NON,0,0,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.161957606749,-118.516663256342,Los Angeles County
-118.282585786,34.0257422920001,523,19,190902BP,"RECOVERY GRADS, LLC",THE HAVEN AT COLLEGE,3077 UNIVERSITY AVE.,SUITE 105,,LOS ANGELES,CA,90007,(310) 822-7234,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.025658054289,-118.282453770881,Los Angeles County
-118.626247839,34.1647308010001,524,19,190901AP,"VALLEY RESTORATION CENTER, INC.",HARMONY PLACE WOODLAND HILLS,22900 VENTURA BOULEVARD,SUITE 340,,WOODLAND HILLS,CA,91364,(818) 963-7333,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.165036908428,-118.626342722506,Los Angeles County
-118.447938272,34.061481428,525,19,190902CP,"RECOVERY GRADS, LLC",THE HAVEN AT COLLEGE,1015 GAYLEY AVENUE,SUITE 203,,LOS ANGELES,CA,90024,(310) 822-1234,Certified,NON,0,0,3/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.061644791654,-118.447749427728,Los Angeles County
-118.449026159,34.152753858,526,19,190909BP,THE VILLA OUTPATIENT SERVICES LLC,THE VILLA OUTPATIENT SERVICES LLC,4463 VAN NUYS BLVD.,,,SHERMAN OAKS,CA,91403,(855) 749-5754,Certified,NON,0,0,3/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.152751175758,-118.448715944983,Los Angeles County
-118.299537095,34.079215021,527,19,190907AP,MELROSE RECOVERY LLC,MELROSE RECOVERY,501 N. MARIPOSA AVENUE,,4361 ROSEWOOD AVENUE,LOS ANGELES,CA,90004,(702) 901-9079,Licensed,RES-DETOX,8,8,10/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.079216613471,-118.29925755891,Los Angeles County
-118.782725483,34.0345107270001,528,19,190920AP,"LIFESYNC RECOVERY AND DETOXIFICATION, LLC","LIFESYNC RECOVERY AND DETOXIFICATION, LLC",6035 MURPHY WAY,,,MALIBU,CA,90265,(310) 457-0915,Licensed and Certified,RES-DETOX,6,6,7/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.033954336324,-118.782556084349,Los Angeles County
-118.099474981,34.1485823940001,529,19,190913BP,DEDICATO TREATMENT CENTER INC.,DEDICATO TREATMENT CENTER,133 NORTH ALTADENA,SUITE 401,,PASADENA,CA,91107,(626) 921-0113,Certified,NON,0,0,12/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.148585914703,-118.098668054724,Los Angeles County
-118.5385733,34.1666298050001,530,19,190921CP,"SATORI HEALTH, INC.",SATORI HEALTH DETOX,5312 AMIGO AVE.,,5314 AMIGO AVE.,TARZANA,CA,91356,(310) 795-0542,Licensed and Certified,RES-DETOX,11,11,4/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.16662779365,-118.538793492382,Los Angeles County
-118.402426969,34.0217872910001,531,19,190921AP,"SILICON BEACH OUTPATIENT CENTER, LLC","SILICON BEACH OUTPATIENT CENTER, LLC",10211 VENICE BOULEVARD,,,LOS ANGELES,CA,90034,(866) 418-9837,Certified,NON,0,0,6/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.021479172642,-118.402254552768,Los Angeles County
-118.46971915,34.0427833300001,532,19,190917AP,"INTEGRITY TREATMENT PROGRAM, LLC",RECOVERY INTEGRITY ,12301 WILSHIRE BOULEVARD,SUITE 206,,LOS ANGELES,CA,90025,(310) 294-9030,Certified,NON,0,0,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.042501279173,-118.469498957726,Los Angeles County
-118.465566588,34.177535709,533,19,190921BP,"SATORI HEALTH, INC.",SATORI HEALTH,5900 SEPULVEDA BOULEVARD,SUITE 432,,VAN NUYS,CA,91411,(844) 930-4357,Certified,NON,0,0,4/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.177535541438,-118.466152231426,Los Angeles County
-118.389576002,34.0820330170001,534,19,190936BP,CAST CENTERS LLC,CAST CENTERS,630 NORTH DOHENY DRIVE,,632 NORTH DOHENY DRIVE,WEST HOLLYWOOD,CA,90069,(424) 302-2598,Certified,NON,0,0,8/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.082032849119,-118.389749088506,Los Angeles County
-118.428931301,34.006635954,535,19,190931AP,"PCH TREATMENT, INC.",PSYCHOLOGICAL CARE AND HEALING CENTER,11965 VENICE BOULEVARD,"SUITES 200, 201, 202, 203, 204, 205, 207, 209, 210, 307, 308, 310, 311",,LOS ANGELES,CA,90066,(310) 566-7625,Certified,NON,0,0,8/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.006388100798,-118.428789562745,Los Angeles County
-118.477642982,34.0594811290001,536,19,190937AP,"CASA BELLA SOBERLIVING-WEST, LLC","CASA BELLA SOBER LIVING - WEST, LLC",12167-69 W. SUNSET BLVD,,,LOS ANGELES,CA,90049,(310) 913-0023,Licensed,RES,8,8,12/31/2026,1.3 --- WOMEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.059174854336,-118.47739965584,Los Angeles County
-118.626006608,34.1725354010001,537,19,190930BP,"DOLOROSA OPERATIONS, INC.",HARMONY PLACE EAST,22913 BURBANK BOULEVARD,,22915 BURBANK BOULEVARD,WOODLAND HILLS,CA,91367,(818) 378-0379,Licensed and Certified,RES-DETOX,12,12,8/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.171943554735,-118.626005183266,Los Angeles County
-117.69631625,34.1400676800001,538,19,190939AP,"DESTINY RECOVERY, INC.",HATHAWAY RECOVERY,1042 E. BELMONT ABBEY LANE,,3992 SWARTHMORE COURT,CLAREMONT,CA,91711,(909) 971-3333,Licensed,RES-DETOX,12,14,8/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.140420390358,-117.696306275994,Los Angeles County
-118.529541967,34.437063068,539,19,190956AP,HEALTHY LIVING AND LIFESTYLE INC,HEALTHY LIVING RESIDENTIAL PROGRAM,22258 BARBACOA DRIVE,,22512 GARZOTA DRIVE,SANTA CLARITA,CA,91350,(661) 523-7676,Licensed,RES-DETOX,12,12,4/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.436985535751,-118.529274919317,Los Angeles County
-118.561848671,34.171794818,540,19,190970BP,"PULSE TREATMENT CENTER, INC.","PULSE TREATMENT CENTER, INC.",5530 CORBIN AVE.,SUITE 145,,TARZANA ,CA,91356,(949) 293-2278,Certified,NON,0,0,9/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.171794817863,-118.56217564948,Los Angeles County
-118.564376737,34.1743452210001,541,19,190943AP,IRIS HEALING RETREAT LLC,IRIS HEALING RETREAT,5663 JUMILLA AVENUE ,,,WOODLAND HILLS,CA,91367,(818) 436-2646,Licensed,RES-DETOX,6,6,1/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.174348741851,-118.563982117253,Los Angeles County
-118.400687221,34.0542258850001,542,19,190981AP,"FORWARD RECOVERY SOLUTIONS, LLC",FORWARD RECOVERY SOLUTIONS,9740 WEST PICO BLVD.,,,LOS ANGELES,CA,90035,(310) 945-0344,Certified,NON,0,0,5/31/2027,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.054412550318,-118.400747486577,Los Angeles County
-118.540199976,34.1708870160001,543,19,190987BP,"MANIFEST VALLEY WELLNESS, LLC",MANIFEST RECOVERY CENTERS,18663 VENTURA BLVD,SUITE 300,,TARZANA,CA,91356,(866) 359-9052,Certified,NON,0,0,9/30/2027,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.170555846845,-118.540339534423,Los Angeles County
-118.084301305,34.1655794270001,544,19,190986AP,"PATH TO RECOVERY DETOX, LLC","PATH TO RECOVERY DETOX, LLC",3231 NEW YORK DRIVE,,,PASADENA,CA,91107,(323) 996-7990,Licensed,RES-DETOX,6,6,2/28/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.165424948635,-118.084426865952,Los Angeles County
-118.344383965,34.1535887370001,545,19,190991AP,CONCEPTS TREATMENT CENTERS LLC,MULTI CONCEPT RECOVERY,210 N. PASS AVENUE,SUITE 202 AND SUITE 101,,BURBANK,CA,91505,(818) 433-8835,Certified,NON,0,0,10/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.153440880661,-118.344642966215,Los Angeles County
-118.401613002,34.053154175,546,19,190981BP,"FORWARD RECOVERY SOLUTIONS, LLC",FORWARD RECOVERY SOLUTIONS,1428 S. ROXBURY DRIVE,,1841 BENECIA AVE.,LOS ANGELES,CA,90035,(310) 488-9864,Licensed,RES-DETOX,12,12,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.053079408618,-118.401847192273,Los Angeles County
-118.163730315,33.985528645,547,19,190995FN,PENNY LANE CENTERS,PENNY LANE CENTERS,5628 E. SLAUSON AVENUE,,,COMMERCE,CA,90040-2922,(323) 480-9242,Certified,NON,0,0,11/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.985932149918,-118.163691758254,Los Angeles County
-118.465732885,34.2321851310001,548,19,190995EN,PENNY LANE CENTERS,PENNY LANE CENTERS,15305 RAYEN STREET,,,NORTH HILLS,CA,91343-5117,(818) 892-3423,Certified,NON,0,0,11/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23191908944,-118.465735567019,Los Angeles County
