Health Care Delivery System,Health Care Delivery System Id,Fiscal Year,Demographic Group,MH Service Description,Units,Amount MH Service Received,Amount MH Service Received Suppression Identifier,Medi-Cal Delivery System,Population Category,Demographic Category
Humboldt,12,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,38726.715,,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,667.7019828,,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,187,,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,456381.24,,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,2440.54139,,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,SDMC_HOSPITAL_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,SDMC_TOTAL,MEMBER_COUNT,191,,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,3438835.32,,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,18004.3734,,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,51,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,27723.9,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,543.6058824,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,32,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,16330.005,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,510.3126563,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,ICC,MEMBER_COUNT,37,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,ICC,TOTAL_MINUTES,28847.835,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,779.6712162,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,IHBS,MEMBER_COUNT,21,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,IHBS,TOTAL_MINUTES,160241.295,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,7630.537857,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,INPATIENT_ADMIN,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,INPATIENT_ADMIN,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,INPATIENT_ADMIN,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,61,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,32387.145,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,530.9368033,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,191,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,336601.905,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1762.313639,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,SDMC_TOTAL,MEMBER_COUNT,195,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,3100691.34,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,15900.98123,,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Humboldt,12,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,45,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,13525.185,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,300.5596667,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,27,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,12388.14,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,458.82,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,ICC,MEMBER_COUNT,43,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,ICC,TOTAL_MINUTES,16555.785,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,385.0182558,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,IHBS,MEMBER_COUNT,69,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,IHBS,TOTAL_MINUTES,75498.195,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,1094.176739,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,161,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,72539.625,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,450.556677,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,419,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,459365.095,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1096.336742,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,SDMC_TOTAL,MEMBER_COUNT,425,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,3234194.01,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,7609.868259,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,24,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,181417.875,,SMHS,Open Child Welfare,0 All
Imperial,13,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,7559.078125,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,43,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,5795.85,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,134.7872093,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,18,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,5340.255,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,296.6808333,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,ICC,MEMBER_COUNT,37,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,ICC,TOTAL_MINUTES,27849.42,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,752.687027,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,IHBS,MEMBER_COUNT,61,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,IHBS,TOTAL_MINUTES,102984.24,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,1688.26623,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,123,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,66583.545,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,541.3296341,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,336,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,343508.535,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1022.34683,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,SDMC_TOTAL,MEMBER_COUNT,343,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,2408865.63,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,7022.931866,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,17,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,73690.905,,SMHS,Open Child Welfare,0 All
Imperial,13,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,4334.759118,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,30,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,8890.65,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,296.355,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,25,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,14678.7,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,587.148,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,FULL_DAY_REHAB,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,FULL_DAY_REHAB,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,FULL_DAY_REHAB,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,ICC,MEMBER_COUNT,43,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,ICC,TOTAL_MINUTES,31883.775,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,741.4831395,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,IHBS,MEMBER_COUNT,70,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,IHBS,TOTAL_MINUTES,107287.995,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,1532.685643,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,126,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,65521.155,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,520.0091667,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,313,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,328830.615,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1050.577045,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,SDMC_TOTAL,MEMBER_COUNT,321,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,2497307.73,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,7779.77486,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,22,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,100859.25,,SMHS,Open Child Welfare,0 All
Imperial,13,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,4584.511364,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,47,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,16511.835,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,351.3156383,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,24,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,10842.3,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,451.7625,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,ICC,MEMBER_COUNT,45,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,ICC,TOTAL_MINUTES,58638.705,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,1303.082333,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,IHBS,MEMBER_COUNT,55,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,IHBS,TOTAL_MINUTES,97591.35,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,1774.388182,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,101,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,56706.6,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,561.4514851,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,226,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,327326.76,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1448.348496,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,SDMC_TOTAL,MEMBER_COUNT,234,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,2637837.9,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,11272.81154,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,SELF_HELP_PEER_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,SELF_HELP_PEER_SVCS,MINUTES,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,SELF_HELP_PEER_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,19,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,136231.95,,SMHS,Open Child Welfare,0 All
Imperial,13,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,7170.102632,,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,ICC,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,ICC,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,,2,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,9401.25,,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,854.6590909,,SMHS,Open Child Welfare,0 All
Inyo,14,2019/20,Z1 All,SDMC_TOTAL,MEMBER_COUNT,,2,SMHS,Open Child Welfare,0 All
